Review,Score
"
	Я решил на будущее задуматься чтобы обменять рубли на доллары и скорее всего евро тоже и 15 февраля в 01:46 обратился в чат поддержки Альфа-Банка с просьбой объяснить и помочь мне с этим разобраться. И в 01:50 мне ответила приветливая оператор Анастасия. Она сказала что мой вопрос в работе и я подумал что придётся ждать побольше, но как оказалось буквально через 3 минуты она мне скинула подробную информацию о том как это сделать, куда зайти и куда перейти и так же Анастасия предупредила об нюансах с обменом валют в наличные(на данный момент). Каждый день пользуюсь этим банком и считаю его одним из самых лучших!Спасибо большое ещё раз оператору Анастасии что быстро в столь позднее время пришла на помощь и помогла мне решить мой вопрос!)
",5
"
	14 февраля обращалась в чат с банком в мобильном приложении по поводу консультации о совместном счёте в Альфа -банке. Очень заинтересовало предложение, так как в семье нужен общий счёт для повседневных расходов, например, продуктов питания. Мне ответила специалист Дарья, которая соединила меня с профильным специалистом Евгением. 
Специалист Евгений проконсультировал, что у владельца карты и держателей дополнительных карт будет один общий счёт, а номера самих карт будут разными.  Также специалист Евгений рассказал, как заказать карту для другого человека через мобильное приложение Альфа-банка. Я уточняла, бесплатна ли эта услуга, оказалось, что услуга допдержателя и заказ карты бесплатно.
 Уточнила про начисление кэшбека при совместном счёте, специалист Евгений рассказал, что по Альфа-карте лимит на кэшбек 5000 рублей будет общий и бонусный счёт тоже. А по карте Alfa Travel лимит и бонусный будет раздельный. 
Спасибо специалисту Евгению за консультацию, ответил на все интересующие меня вопросы и всё понятно объяснил.  Рекомендую!
",5
"
	Здравствуйте. Хочу оставить отзыв-негодование о Альфа-Банке, в том числе о случае обращения в поддержку.
И так, 20января мной были совершены 3 покупки в детском мире, которые я оплатила Альфа картой. За покупки на сумму 548, 342.8 и 434руб был начислен кэшбек 10, 6 и 8руб соответственно. Делала интернет заказ, некоторых товаров не оказалось в наличии, был возврат 23.01 на суммы 399, 342.8 и 434руб соответственно. А кэшбек за эти покупки вычли в 30 раз больше - 93, 93 и 124руб соответственно. 25.01 обратилась в чат-поддержку приложения по данному вопросу. Специалист Андрей уверил меня, что  в течение 5-10дней кэшбек будет начислен, мне всего лишь нужно подождать. Зная регулярные косяки Альфы, попросила уже сейчас исправить кэшбек, но специалист Андрей ответил, что такой технической возможности не имеет, извинился и слился. Поленился даже составить обращение по этому случаю, понадеявшись на авось 10 числа произойдет чудо. Чуда не произошло.
И так, на дворе 15 февраля, кэшбек не восстановлен, в приложении бесконечное общение с ботом, на горячую линию дозвониться не смогла. Понимаю, что сумма в 300р не настолько значимая, Но! меня не устраивает этот обман как клиента. Альфа, у вас бесконечные косяки с начислением кэша. То вы не начисляете обещанный кэшбек, то как в данном случае, вообще вычитаете его из других покупок. Если о каждом таком случае писать отзыв, то ваше место в народном рейтинге сильно опустится. Поменяйте уже наконец что-то в своей системе и упростите обращения в поддержку. Понимаю, у всех бывают косяки, но не на постоянной же основе. А если косяк уже произошел, то решать его нужно в момент обращения, а не ждать месяц-два-три. 
Все скриншоты конечно прикрепляю.
",1
"
	3 февраля заказывал себе товар на Яндекс маркете и платил картой альфа банка. В котором была акции до 30% кешбека за покупки на Яндекс маркете. Но кешбек пришел только по выбранной категории и ничего страшно казалось бы, переживу без него. 

Потом я 10 февраля оформил возврат товара(мне он не подошёл), 13 февраля я получил денежные средства на счёт за возврат товара, а вместе с ними у меня списали мой кешбек только в двойном размере. 

В приложении банка, чат был абсолютно бесполезным и не выдавал нужного ответа и даже не мог соединить со специалистом. Также в приложении существует звонок банку, который не работает: при звонке банк просто сбрасывает трубку. Пробовал звонить по телефону там стоит автоответчик который тоже не давал нужного ответа и не мог соединить с оператором(звонил много раз и на разные телефоны). Только спустя 30 минут мне кое-как удалось самому вызвать оператора в чате и он решил мою проблему
",2
"
	Смотрел где высокий % по вкладам и счетам 13.02.2024 зашёл на сайт Альфа-Банка и увидел, что у них можно открыть накопительный счёт со ставкой 16% годовых, стал узнавать подробности и выяснил что сначала надо оформить Альфа-Карту, после её оформления на сайте 

Я поехал в их офис где сначала выяснилось, что этот % начисляется помесячно но не с даты открытия счёта а с первого числа по последнее число календарного месяца, то есть при открытии счёта 13.02.2024 % со слов менеджера (договор мне не показали) будет начислен только за пол месяца. 

Также Я узнал, что у них нет кассы, что добавляет мне проблем при внесении денег на счёт и снятии их со счёта. На сайте Я такой информации не увидел. Я рассчитывал, что у меня месяц будет считаться с 13.02.2024 по 12.03.2024. 

После сообщения своей личной информации мне принесли анкету с неверными личными данными и подключённой услугой которую Я не заказывал. На то, что в анкете неверные данные мне менеджер сказал, что это неважно (раз неважно зачем он их спрашивает?). 

Я сказал, что не буду подписывать анкету с такими данными, тогда он принёс заявление, в котором говориться о том, что Я прошу изменить данные. В заявлении часть данных уже была верно указана: место жительства и работы. Понимаете! Менеджер подсовывает мне такое заявление, что это Я якобы сначала указал так, а после решил поменять информацию о себе, а менеджер типа всё правильно сделал. 

Я подписал заявление и отказался подписывать анкету сообщив о том, что, когда он исправить в ней мои личные данные и уберёт подключённую услугу тогда Я её подпишу, на что мне было сказано что это невозможно. 

После он мне принёс Альфа-Карту, стикер и заявления о том, что Альфа-Карта и стикер мне выданы. После Я сказал, что хочу сейчас пополнить счёт на что он мне ответил что Я должен звонить и через приложение активировать карту и пополнять счёт а он не кассир 
Я ещё раз сказал, что у меня нет мобильного интернета, тогда он сказал: но дома у вас есть интернет идите активируйте и приходите. 

Для меня это был шок! После всего этого Я отказался от сотрудничества и сказал что буду закрывать счета и карту, на что он мне сказал что закрыть можно только позвонив на горячую линию. 

Для меня это абсурд, что нельзя в офисе закрыть счёт, карту и расторгнуть договор. Так, что подумайте стоит ли открывать счета и сотрудничать с банком при таком отношении к клиентам и с такими условиями. 
",1
"
	Получил 14 февраля 2024 года в чате мобильного приложения Альфа-банка консультацию по условиям акции, предоставляющей скидку при оплате услуг такси через приложение Яндекс Go, от специалиста Ксении. 

По этой акции с 12 по 25 февраля 2024 года пользователям приложения Яндекс Go, осуществляющим оплату с помощью карты «Альфа-банка», предоставляется скидка в размере 15% на 3 поездки, заказанные через приложение Яндекс Go. 

Сотрудница Ксения также рассказала о том, что размер скидки отображается сразу в карточке услуги при оплате. Хочу поблагодарить Ксению за ценную информацию и оперативность. Вопрос решился за несколько минут без посещения офиса, что очень удобно.
",5
"
	Очень удивлена работой банка. Ситуация следующая. Оформила по реферальной ссылке друга заявку на дебетовую карту. Проживаю в тульской области. Там оказалось, что заказать можно лишь курьером и приедет он более, чем через 2 недели. 

Я бываю в Москве (Балашиха). Решила заказать карту туда. Ждать ""всего"" 8 дней. В день приезда курьера специально осталась в Москве ждать его. Приехал курьер, то ли пьяный, то ли с похмелья. Не разговаривал, а что-то очень тихо сказал себе под нос, что-то вроде ""не могу вам выдать карту"", сфотографировал меня, чтобы зафиксировать свой выезд и уехал! 

После этого пыталась по телефону в поддержке узнать, как же всё-таки получить карту. Сказали ждать решения вопроса до 2 дней. После этого не перезванивали. На третий день звоню я. Сказали, была техническая ошибка, придите в офис банка (!) И получите карту самостоятельно. Ладно, уже в реф программу я вряд ли попаду из-за ваших (!) ошибок. Ну ладно. 

Пользуясь случаем, что я в Москве проездом (в моем городе офисов нет) приезжаю в офис. Там меня держат полтора часа, сканируют паспорт, подписываем кучу новых бумажек на открытие карты, выдают карту, но сюрприз — карту зарегистрировать не могут всем офисом, потому что она не появляется у меня в приложении и вообще в этом приложении постоянно вылетает предупреждение, что из соображений безопасности я должна выйти и зарегистрироваться в нем снова. Там висит виртуальная карта, а пластик не появляется. 

Не в состоянии решить проблему, сотрудники банка отпускают меня домой ни с чем (с бесполезным пластиком и без регистрации карты), и уверяют, что карта появится не сегодня, так завтра, и я её сама там зарегистрирую. Надо ли говорить, что этого не произошло? 

Через день звоню в поддержку банка, рассказываю это все и — угадайте — они ничего не понимают и ничего не могут сделать. Предлагают мне ехать в офис банка. Потому что у них в системе нет моего паспорта даже, не то что карты. А сколько, простите, я должна туда ездить и там сидеть? И главное, уже зная наверняка, что там только растеряются снова и сделать ничего не смогут. 

Вот такой странный сервис вроде крупного известного банка. Я поражаюсь. Как пройти этот квест и стать вашим клиентом? И, самое главное, видя эту вакханалию изначально, зачем?! Боюсь представить, какие проблемы ожидают в дальнейшем.

Пытаясь решить проблемы банка, обращалась и в чат, и по телефону, и в офис, и просила создать заявку в нужный отдел. Терпеливо ждала в офисе, помогала информацией как могла. Не помогло ничего.
",1
"
	Добрый вечер. Обратилась в чат поддержки 14 февраля в 21:14 с вопросом пополнения карты в сторонних банкоматов. Ответила специалист Дарья в течение нескольких  минут. Подсказала название банков  с которыми сотрудничают. Их оказалось очень много: Банкомат УБРиР, Банкомат ПСБ, Банкомат Газпромбан, Банкомат Открытие, Банкомат 
Россельхозбанк, Банкомат Московского Кредитного Банка, Банкомат Росбанк, 
Банкомат Почта, анкоматы есть в населённом пункте, что очень обрадовало.Спасибо, Дарье за помощь.
",5
"
	Хочу рассказать о прекрасной поддержке альфа банка и его лояльности к своим клиентам.
В июле у меня списали комиссию за пакет услуг о котором я не знал, я сразу обратился в чат с поддержкой и объяснил ситуацию, что вообще не был осведомлен об этом.
Сотрудники банка отнеслись ко мне с пониманием и сразу же составили обращение.
Через какой то промежуток времени мне вернули все мои средства за комиссионный пакет услуг.

Ниже скриншоты с обращением и его решением.

https://hkar.ru/18D8k

https://hkar.ru/18D8l
",5
"
	Добрый вечер, обратилась 14 февраля в 20:47 чат подержки с вопросом можно оплатить налоги по QR коду. Ответила очень быстро специалист Александра. Была очень вежлива, вопрос решила очень быстро. Подсказала как можно оплатить очень быстро. Было очень приятно, что сотрудник проявил внимательность и помог сэкономить время. Большое спасибо сотруднику Александре. 
",5
"
	 Здравствуйте,хочу поделиться  впечатлением от общения со специалистами банка. 6 февраля 2024 я обратился в чат мобильного приложения банка. Меня интересовали некоторые подробности одной из многочисленных акций. К сожалению,описания акции в мобильном приложении оказалось недостаточно,возникли дополнительные вопросы. 

Без труда справился с ботом,после чего мне на помощь пришел специалист банка. На ответ ответить не смог ,но быстро перевел на другого специалиста по имени Артем. С Артемом дело пошло на лад: он сразу понял суть вопроса, ответил довольно быстро,четко и уверенно. Был вежлив и оперативен. Хорошая работа,спасибо! 
",5
"
	Здравсвуйте.Обратилась в поддержку 18.08.2023.

Ситуация следующая: Получала карту в салоне связи для покупки. Уточняла про наличие платных дополнительных услуг при использовании кредитной карты. Мне несколько раз сказали, что никаких платных услуг нет. Заметила, что были списания по услуге страхования.
Обратилась в чат-поддержу Альфа-Банка, вежливо попросили ожидать для решения моего вопроса. Ответили достаточно быстро.
Сотрудник чата помог отключить услугу. Очень благодарна за быстрое реагирование и внимание к клиентам.
",5
"
	Хотел бы рассказать как я обращался в поддержку альфа банка 14.02.2024. В  17:45 я обратился в чат-поддержку банка с вопросом где я смогу в случае необходимости снять наличные.Всегда была интресена и решил спросить.

В чате с банком ко мне подключилась специалист Диана  В 17:45 и я получил в онлайн-чате ответ на мой вопрос. Специалист поддержки чата Диана дала ответ 17:49 . В своём ответе она подробно рассказала о том,Банкоматы ,в которых можно снять и внести без комисии:Альфа банк,открытие,МКБ,УБРиР,газпробанк,промсвязьбанк. Банкоматы, в которых можно только снять без комиссии:росбанк,россельхозбанк.

В конце диалога она пожелала хорошего дня. Оператор чата была вежлива и дала развёрнутый ответ на мой вопрос. Вопрос считаю полностью решённым и закрытым.

Хотелось бы подчеркнуть, что мой вопрос решился без проблем. Порадовало то, что не пришлось посещать офис банка. Всё решилось онлайн. Благодарю Диану
",5
"
	С ноября 2023 получаю зарплату на карту банка, в декабре того же года выполнил условия для получения бонусов как индивидуальный зарплатный клиент, после чего написал в чат для уточнения сроков подключения этих самых бонусов. В чате меня заверили что бонусы будут подключены уже на следующий рабочий день, который выпал на 9 января 2024
Не дождавшись какого-либо уведомления, я снова написал в чат 12 января чтобы уточнить статус подключения зарплатных бонусов. В чате у меня спрашивали про получение зарплаты и пообещали дать ответ в течение 3 рабочих дней
Естественно никакого ответа не было, поэтому 17 января я опять написал в чат, как всегда меня клятвенно заверили что во всем разберутся, а оператор Семен аж лично пообещал вернуться с ответом и был таков. С тех пор его никто (я) не видел
Следующая попытка была предпринята уже 9 февраля, и в отличие от прошлых, меня сходу огорошили новостью, что моя карта почему-то не подходит для признания зарплатной и нужно выпустить новую. Желая выяснить чем же не угодила моя текущая карта следующий оператор сообщила что, оказывается, какой-то внутренний запрос уже отправлен, и не захотела зарегистрировать обращение по этому поводу. Какой запрос, о чем, зачем, почему тогда прошлый оператор так однозначно заявил что ныняшняя карта не подходит. Так много вопросов и так мало ответов, как и пользы от операторов Альфы. Порой кажется что ответы пишутся вообще на рандоме
Казалось бы, какая мелочь, ничего сложного, всего-то подключить зарплатные плюхи за реальное (!) получение зп, причем у работодателя тоже Альфа. Но нет, лучше полтора месяца отвечать непонятно что и ничего не делать. Высший класс, А-класс
",1
"
	Добрый день. Начну с того, что являюсь старым клиентом Альфабанка, и как физ лицо, и как юр. лицо, имеющее расчетный счет в Альфе, считая банк самым лояльным и удобным. Мы решили воспользоваться предложением банка о предоставлении нам банковской гарантии для исполнения гарантийных обязательств контракта с гос. заказчиком. Согласовали макет, оплатили счет. Далее потребовалось внести изменения в уже выпущенную гарантию, и получить оригинал измененной БГ на руки. С этого момента начались проблемы: 
1. Получаем счет на внесение изменений БГ (№ б/н дата 2023-12-26) от Альфабанка, оплачиваем его.
2. Назначение платежа от банка, котрое мы продублировали в платежном поручении оказывается по версии банка неверным (или некорректным). Мы пишем письмо, о том что просим считать платеж по счету именно за услугу перевыпуска гарантии. 
3. Далее томные дни согласования нашего письма в банке о том, что мы оплатили именно то, что нам нужно. 
4. После оплаты счета на изменение БГ оказалось, что оригинал БГ Банк может выдать только в Москве, либо передать курьеру, любезно предоставив возможность организации такого трансфера документов нам. 
5.  Нашли курьера своими силами, отправили в отделение банка, адрес которого сообщил нам менеджер Анастасия. Естественно, курьера никто не ждал, но ведь есть я, и менеджер Альфабанка Анастасия, и мы вдвоем, по телефону смогли пустить курьера по нужному следу в здании и забрать документы.
6. Сегодня 14.02.2024, и заветный пакет с документами попал мне в руки. Оплатив из собственного кармана в СДЭК 1482,00 рублей, получаю долгожданный конверт. Вскрываю, и вижу, что документы не все. Прислали ""изменение к независимой гарантии от 20.12.2023 №0IMS8X"" а саму гарантию положить забыли. И вправду, зачем, я же могу наверняка заказать курьера еще раз. 
7. На мой вопрос что делать дальше, и как же все такие получить полный комплект документов, менеджер Анастасия сказала, что уточнит. Наверное, если мне повезет, то ответ я получу через пару дней, если Анастасия про меня вспомнит, учитывая, что мой вопрос был с утра. 
Резюмирую: Большего позорища при работе с банком я не видел нигде и никогда. Банковские гарантии мы заказываем постоянно, и эта система работает, как часы. И впервые мы попробовали заказать БГ именно у Альфы, и очевидно, последний. 
",1
"
	Здравствуйте, хочу оставить отзыв о поддержке в чате онлайн-банка.
9 февраля в 19:10 я обратился в онлайн-поддержку банка с вопросом по начислению кэшбэка. Мне было интересно узнать дату, когда начилсяется кэшбэк. Уже через 2 минуты, в 19:12 присоединилась оператор Эвелина, которая очень подробно ответила на мой вопрос и рассказала про условия начисления кэшбэка: даты, сроки и в каком разделе я могу лично ознакомиться со всей нужной мне информацией. Оператор Эвелина кратко и по существу ответила на мой вопрос, и я считаю его полностью решённым. 
Также хотелось бы похвалить банк за удобный чат, в котором можно получить поддержку по обращению, не посещая отделение банка. Поддержкой в онлайн-чате банка доволен, рекомендую!
Скриншоты обращения в банк отправил по адресу: responses@banki.ru
",5
"
	Альфа Банк удивляет отличными условиями по снятию наличных в банкоматах
14 февраля 2024 года в 15:15 обратился в онлайн чат банка Альфа и был приятно удивлен
Интересовали лимиты для снятия наличных без комиссии в банкоматах
Мне ответил оператор Сергей и оперативно за 7 минут все объяснил, хочу похвалить его
Как всегда оператор ответил почти мгновенно
В Альфе можно снимать 1 500 000 наличными через банкомат за 1 раз, комиссии никакой не будет
Сталкивался с такой проблемой во многих банках, везде лимиты куда ниже, это было очень не удобно
Только в Альфе есть такие выгодные условия, конкурентов в этой сфере еще не видел
Конечно не всегда можно найти подходящий банкомат с такой суммой, но уверен операторы с этим также подскажут, если не хотите рисковать лучше все же заказать средства в отделение (об этом также оператор сразу же предупредил)
Но сама по себе функция с таким лимитом представляется мне очень удобной и не имеющей альтернатив среди других банков
Хочу похвалить банк, заботится о Клиентах , предаставляет отличный сервис (если сравнить с худшим среди банков МТС банком вообще пушка)
Спасибо!
",5
"
	Хочу похвалить Альфа банк и отдельно оператора чата Александра
Обратился в онлайн чат для разъяснения условий по накопительному счету Альфа Банка
В 14:45 14 февраля 2024 года мне ответил оператор Александр и был очень вежлив и оперативен
Меня заинтересовало открытие накопительного счета, сейчас Альфа дает очень выгодные 16% годовых новым Клиентам на первые 2 месяца (самая конкурентная ставка равная ключевой ставке ЦБ на данный момент)
Также менеджер Александр помог мне разобраться со всеми условиями счета -  Проценты по накопительному Альфа-Счёту начисляют на минимальный остаток. Это наименьшая сумма на счёте на начало дня по московскому времени. Считают с первого по последний день месяца. Выгоднее пока видел только у ВТБ - 16% на первые три месяца на ежедневный остаток, но мой срок уже заканчивается, подыскиваю замену
Важно помнить - 
16% с учётом приветственной надбавки по Альфа-Счёту в рублях применяется в первые 2 календарных месяца без дополнительных условий:
- для новых клиентов;
- для клиентов, у которых не было Альфа-Счетов в рублях с положительным минимальным остатком в течение 90 дней до даты первого положительного остатка на счёте (даты, следующей за датой пополнения).
Лично мне все подходит, хочу поблагодарить банк за выгодные условия и оперативную консультацию

",5
"
	Добрый день, мой опыт сотрудничества был недолгим и к сожалению печальным. Началось все со звонков из банка об уникальных предложениях и супер условиях по дебетовым картам примерно летом 2021.Сразу скажу до этого был печальный опыт как ИП в 2018 с Альфа банком, но подумал время идет, возможно все изменилось. 

Теперь к сути, после приглашения по телефону в ближайший офис для открытия дебетовой карты,я кстати выбрал офис возле метро Бульвар Дмитрия Донского, я направился открывать супер выгодную карту, отсидев в очереди полчаса и после попытки оформления карты, которое заняло еще минут тридцать, я решил помочь ""Специалисту"" и ответил, что был расчетный счет в банке, что было требование о предоставлении документов более трех лет назад.""Специалист"" ответил, что сделает запрос и тд, я благополучно забыл и о супер выгодной карте и  о супер выгодных предложения до момента декабря 2023, когда каким то образом мне вернули долг через СБП на Альфа Банк, карты и приложения, которого у меня не было с 2017 года. 

Спустя пару дней и бесполезных попыток решить вопрос через телефон поддержки клиентов, я направиля в офис банка, там сотрудник, также разводил руками и говорил, что каким то чудесным образом появился счет в альфа банке, но карты нет и как туда смогли перевести деньги по номеру телефона он не знает, спустя час бесполезных попыток обьяснить специалисту, что я хочу закрыть этот счет и перевести деньги себе в другой банк, ""специалист"" ответил, что есть какие то сложности и нужно приехать спустя пару дней( привет статья 859 ГК РФ). 

Приехал спустя пару дней и к счастью попал к другому сотруднику, который оформил заявление на закрытие карточного счета, но удивила другой новостью, что карточных счеток оказывается два.

Написал заявление на закрытие обоих счетов 08.12.2023 и стал ждать перевода своих средств, которого не произошло. Обратился в банк снова 06.02.2024,хотел узнать в чем причина отсутствия перевода и почему счет еще открыт( номер до сих пор выдает по СБП альфа банк), сотрудник ответил, что счет закрыт все нормально, но деньги на закрытом счету и как такое получилось он не знает. 

По итогу по номеру до сих пор выдает Альфа Банк, денег нет, но я держусь, отсутствие профессионализма большинства сотрудников отделения вызывает бурю эмоций и негодования, никому бы не советовал связываться с данным банком.
",2
"
	Поинтересовалась в чате мобильного приложения, как найти официальный канал в соц. сети Альфа-Банка. Сотрудник чата Максим предоставил мне ссылку. Перешла по ней, ввела номер своего телефона и присоединилась к чату, где уже собралось более 600 тысяч подписчиков. Теперь можно получать новости от своего банка гораздо быстрее. 

Рекомендую сам канал - это очень удобно. И рекомендую также узнавать любую информацию (номер телефона банка или ссылку в онлайн-банк или ссылку соц. сети) только из официальных источников, в моём случае – информацию предоставил сотрудник банка Максим. Благодарю его за лаконичный ответ. Обращение было 12 февраля 2024 года в 9:14.
",5
"
	Не могу не отметить позитивные изменения, которые произошли с Альфа-Банком буквально за последний год. Банк, что называется, повернулся лицом к лиенту. 

Во-первых, значительно улучшились условия по продуктам, особенно в части кэшбэка. Такое комбо по кредитки с льготным периодом в 365 дней и кэшбэком никто из конкурентов не предлагает. 

Во-вторых, клиентский сервис вышел на новый уровень. Раньше банк почти никогда не решал вопросы в чате в пользу клиента. Обязательно находились какие-то условия мелким шрифтом, из-за которых ты часто получал не совсем то, на что рассчитывал, и всегда в пользу банка. В результате в качестве основного я пользовалась более клиентоориентированным желтым банком. 

Но недавнее решение вопроса по кэшбэку в мою пользу изменило мое отношение к Альфа-Банку, и теперь я пользуюсь его картой как основной. Банк 2 месяца подряд предлагал повышенный кэшбэк на категорию ""Дом и ремонт"", а у меня как раз шел ремонт. Плюс я подключила Премиум, по которому лимит кэшбэка 15000, а не 5000, как на обычном тарифе. Я радостно распрлачивалась кредиткой и ждала свой огромный кэшбэк порядка 13 000. Каково же было мое удивление, когда, увидев в мобильном приложении прогнозируемый кэшбэк 5000 и обратившись по этому вопросу в чат, я узнала, что для покупок по кредитке кэшбэк всё равно ограничен лимитом 5000 в месяц, даже для Премиума. Очень расстроилась такой несправидливости. Но еще большее удивление постигло меня в день начисления кэшбэка, когда банк начислил его мне в полном объеме (около 13 000), несмотря на то, что формальные условия я не выполнила. Это очень приятно, в такие моменты ощущаешь заботу банка.
",5
